age,income,debts,employment_length,loan_amount,payment_history,credit_utilization,credit_score,loan_purpose_education,loan_purpose_home_improvement,loan_purpose_personal,creditworthy
40,50678,37336,27,19060,1,0.6857150739794855,807,0,0,0,0
21,96218,10847,13,2196,0,0.3383006806167556,526,0,1,0,0
28,83230,27155,26,13297,1,0.5055735242565229,619,0,1,0,0
66,134684,15135,39,3787,1,0.6492677929175431,481,1,0,0,0
36,94055,52355,27,24816,1,0.5154647046412185,385,0,0,0,0
34,76373,18774,25,41695,1,0.1287534123136601,766,0,0,0,1
32,51480,2742,1,20702,0,0.31894340420550044,352,0,0,0,0
43,105230,19309,24,26242,1,0.8043720702480962,534,1,0,0,0
35,88836,1619,2,3176,1,0.8628038656345622,732,0,0,0,1
48,92258,18658,7,21127,0,0.14592703238841453,795,0,1,0,0
54,59986,51108,32,42560,1,0.9528628848747374,399,0,0,0,0
22,44160,35707,34,28228,1,0.3355343916701232,702,0,0,1,0
52,105595,21337,5,21208,0,0.6656906013434127,695,0,1,0,0
43,121358,17001,38,29482,1,0.7543068944971143,826,1,0,0,1
42,99111,1968,22,10171,1,0.8138267722915046,714,0,0,0,1
45,84929,48614,24,36219,1,0.9462922052036709,762,0,0,1,0
42,93506,26892,18,34396,1,0.3197903525485344,840,1,0,0,1
42,54911,26619,4,43589,1,0.859921390006039,663,1,0,0,0
69,107127,1281,10,41546,1,0.14037003440184498,429,0,1,0,0
62,51821,28420,11,4696,1,0.7079904972900568,383,1,0,0,0
26,95039,16360,9,21058,0,0.744557952218846,570,1,0,0,0
35,80535,40030,7,21313,1,0.6809460087893072,543,1,0,0,0
63,133453,2058,23,20149,1,0.25979158877380143,687,1,0,0,1
57,104458,21677,27,46740,1,0.8743127155450513,513,0,0,0,0
53,32175,11724,35,42075,1,0.17716987873669107,465,0,0,0,0
28,139235,29404,36,5956,1,0.06309844360562253,358,0,0,0,0
64,74771,38946,20,11195,1,0.720290340705793,803,0,0,0,0
64,126660,40748,7,18076,1,0.4807209580804064,422,0,0,1,0
25,147157,30856,8,2105,0,0.8506070397590894,712,0,0,0,0
59,141300,10200,14,16417,0,0.38956316964767634,438,1,0,0,0
24,106925,34997,39,25729,1,0.1765958026226357,528,0,0,0,0
26,133374,26611,17,47956,1,0.8380777705451711,573,0,0,0,0
65,86358,54737,19,31099,1,0.553420535323671,738,0,1,0,0
52,37327,42235,5,33598,1,0.19730383446645133,417,1,0,0,0
50,67057,52892,11,30961,1,0.7231801586005813,782,0,0,0,0
67,26150,36057,1,13602,1,0.5160025021046055,694,0,0,0,0
55,24425,2239,6,10256,1,0.6082698524179166,759,0,0,0,1
60,143654,39138,15,21584,0,0.46628935482451606,377,0,0,1,0
36,36032,49938,2,47980,0,0.8304218939798264,711,0,0,0,0
33,22198,1125,2,35681,1,0.8312670885262193,374,0,1,0,0
62,80500,46272,26,26792,1,0.7122949336061424,594,1,0,0,0
50,73394,24857,39,22904,1,0.11434736362249764,320,1,0,0,0
39,40079,59552,37,44361,0,0.8404653232850282,470,0,0,0,0
37,56220,16398,32,35540,0,0.6743028507275807,314,0,0,0,0
39,61874,55494,27,27536,1,0.7000539243442565,510,0,0,0,0
48,33859,57503,0,20164,1,0.36935301199983295,385,1,0,0,0
46,70460,7638,7,13996,0,0.8804867605954366,448,1,0,0,0
57,51419,7570,36,3871,1,0.7281178842325089,671,0,0,1,1
46,138865,4249,31,47002,0,0.12146456186390252,779,0,1,0,0
43,28705,10110,36,23626,1,0.41370025406210104,450,0,0,1,0
29,62880,41363,3,11521,1,0.8875165583405403,440,0,1,0,0
32,149838,14605,29,44410,0,0.05672473468040521,368,0,0,1,0
21,43236,13115,5,2132,1,0.961802453445629,559,1,0,0,0
21,107955,40062,18,34467,1,0.6823709426363672,820,0,0,1,1
67,105514,23911,31,15534,1,0.6350622178669428,670,0,1,0,1
54,123145,39525,8,24854,1,0.2778536639231115,718,0,0,0,1
52,35358,33556,11,43998,0,0.2563038708517853,400,0,1,0,0
68,119713,13595,10,40065,1,0.9426376372937095,542,0,0,0,0
45,114914,2969,15,46607,1,0.30528972969178153,811,1,0,0,1
60,122870,44753,0,8812,1,0.7777502437518093,394,0,1,0,0
65,96918,18275,20,5557,1,0.39919058022500836,525,0,0,1,0
21,139179,5470,29,3179,1,0.14786153007685696,817,0,1,0,1
36,136243,57327,12,44798,1,0.020608144718405358,513,0,0,0,0
59,34596,11225,33,10065,0,0.5488147636450983,366,1,0,0,0
25,53572,43324,3,9275,0,0.9760210303634433,695,0,0,1,0
42,98757,58472,27,48857,1,0.37544483187111244,311,0,1,0,0
49,21279,42974,37,36948,1,0.3636204106531144,536,0,0,0,0
23,83197,43759,30,21700,1,0.3506507016709477,698,0,0,1,0
32,131496,24196,26,40464,1,0.5253383989318099,706,1,0,0,1
46,82516,41287,4,43351,1,0.4462582345900506,779,0,0,1,0
36,27083,14669,24,28794,0,0.8811154804597443,521,1,0,0,0
57,140674,38380,2,29783,1,0.5104655838062554,455,0,0,1,0
42,140307,59862,32,17998,1,0.5126802598066831,727,0,1,0,0
49,146457,46141,3,14869,1,0.14698787877335104,457,0,0,0,0
34,129397,51350,24,45525,1,0.9829121455012821,715,0,1,0,1
48,37771,49320,19,29152,1,0.25747316196014136,625,0,1,0,0
25,49975,48414,33,21954,1,0.08263042678500664,670,1,0,0,0
67,65648,39006,25,32555,1,0.6665147864854567,643,1,0,0,0
69,145641,16577,4,17654,1,0.599412706455304,561,1,0,0,0
50,68285,23473,34,46026,1,0.4209941974528183,582,0,1,0,0
66,39063,56409,27,36236,1,0.42797031154187126,528,0,0,1,0
25,87642,29625,28,47976,1,0.7872132818359668,579,0,0,1,0
32,110093,16504,8,16042,1,0.20375551369865258,589,0,1,0,0
36,134390,25089,37,26966,1,0.8220507857554409,346,0,1,0,0
46,106143,37487,5,49407,1,0.652259642756068,513,0,0,0,0
46,57599,1302,18,45314,0,0.4247800760417291,323,1,0,0,0
68,71920,32463,10,46095,1,0.46344833041802996,620,1,0,0,0
41,48529,45912,1,15270,1,0.26408073511423485,573,0,1,0,0
59,55954,30259,8,31908,1,0.7545931893700051,612,0,1,0,0
56,47856,51138,20,16523,1,0.5177459948822151,662,0,0,1,0
53,22573,43823,23,48068,1,0.3276459973223452,679,0,1,0,0
50,98344,38208,33,20991,1,0.6000896146033408,769,0,0,1,1
57,55367,55061,21,11775,0,0.9957771075308098,415,0,1,0,0
43,122337,31659,2,13265,1,0.4409096568599883,341,0,0,0,0
30,126732,36840,11,20459,1,0.9214844867708334,678,0,0,0,1
25,119608,32890,27,17673,1,0.35156667152532045,505,0,0,1,0
56,80774,14598,29,28056,1,0.06418537985573602,765,1,0,0,1
54,43752,48055,25,7614,1,0.2121996853047446,579,0,0,0,0
51,75029,47733,20,37020,0,0.42450819189440736,417,0,0,1,0
30,37685,20508,27,8415,1,0.22743857930862332,536,0,1,0,0
39,71693,43287,25,24155,1,0.010224767836072983,608,0,1,0,0
52,136739,14380,32,44884,0,0.915851522370052,755,0,0,1,0
21,75961,27984,20,17964,0,0.8454406171186197,774,1,0,0,0
25,126937,45633,34,38726,0,0.7448693091720776,399,0,0,1,0
65,144956,9125,33,38044,1,0.17613644968956835,560,0,0,1,0
24,96908,37059,17,38544,0,0.1291599404478862,604,0,0,0,0
36,145537,5033,10,33252,1,0.07692870197765932,653,0,0,1,1
44,146678,38873,22,4832,1,0.726788896885192,585,0,0,1,0
36,94532,18087,21,26275,1,0.9295198810810065,627,0,1,0,0
22,101994,41901,16,15901,1,0.43623046270390664,402,0,0,0,0
69,76133,50726,4,39213,1,0.1279492652760877,362,0,1,0,0
48,117425,6704,10,35148,1,0.5172688925247855,581,0,1,0,0
52,145055,8848,29,43633,1,0.35534358838404384,740,1,0,0,1
47,81268,22592,14,23918,1,0.38107667510649773,592,1,0,0,0
40,112201,46743,26,47694,1,0.6251173179141503,306,0,0,0,0
44,58243,7924,34,20540,1,0.7215309321295803,391,0,0,0,0
32,77384,28208,32,12580,1,0.11949756288442923,489,1,0,0,0
55,51653,53980,19,39402,1,0.04523432849841162,775,1,0,0,0
53,46657,20614,15,39578,0,0.9943869996588577,810,1,0,0,0
53,59952,1488,33,25917,0,0.24040106542639633,761,1,0,0,0
63,42180,40882,1,23318,1,0.06329221965937448,352,1,0,0,0
57,117432,26923,34,11179,1,0.19797657580496078,785,0,1,0,1
32,141829,49508,39,13251,1,0.04856826788497958,789,0,0,0,1
23,148377,36941,27,46899,1,0.39789278567099995,663,0,1,0,1
21,98411,30165,38,20493,1,0.804377766606811,411,0,1,0,0
53,21622,2667,5,21466,1,0.3478320052601434,708,0,0,1,1
60,68756,27213,8,31206,1,0.4497415728095829,306,0,1,0,0
30,60809,5114,19,46475,1,0.6788309058317644,496,1,0,0,0
63,36725,37321,0,20624,1,0.5138051293691814,666,1,0,0,0
64,81396,8761,7,27564,1,0.862831229161111,549,0,0,1,0
49,71226,32116,22,23412,0,0.8673753182952989,539,0,0,1,0
33,126296,34768,2,28990,0,0.019811588536242104,679,0,0,1,0
32,101182,49406,3,36517,1,0.7802658434183671,770,0,0,1,0
51,102565,26426,24,14156,1,0.4661262642392571,754,0,0,1,1
66,49402,18772,37,24064,1,0.9889521358906265,665,0,1,0,1
22,24263,39218,14,26711,0,0.4883997551166808,589,0,0,1,0
55,143489,4712,20,31106,1,0.9870269859344145,702,0,1,0,1
43,116523,2367,34,17589,1,0.7570236675936792,357,0,0,0,0
37,66828,41957,13,24736,1,0.25611883576717326,820,0,0,1,0
46,140824,42781,35,21975,1,0.5430110294940881,603,0,0,1,0
28,67924,50606,11,37218,1,0.9922142830837969,414,0,1,0,0
49,94182,27200,16,8214,1,0.8589553016744045,509,0,0,0,0
46,113065,52924,38,31581,1,0.10639322485330888,340,0,1,0,0
30,79052,4726,8,21195,0,0.7093082768418961,472,0,1,0,0
46,31664,24616,34,45582,0,0.3521237900121049,533,0,0,1,0
54,55737,28723,12,28127,1,0.016912439261544635,702,1,0,0,0
61,121332,38574,14,6141,1,0.4094461593367296,338,1,0,0,0
27,109563,35958,17,29884,1,0.24240687750772158,418,0,1,0,0
24,49373,10108,32,25885,1,0.8206805778152668,634,0,0,1,0
65,137369,13178,5,3708,1,0.34395730275730785,635,0,0,0,0
31,56397,36643,26,19375,1,0.829248457014279,838,1,0,0,0
49,148575,32324,22,16088,1,0.010591959446447356,373,0,0,0,0
56,106145,39360,26,45602,1,0.314740958525858,490,1,0,0,0
45,121371,18824,33,46046,1,0.24875356216468433,623,0,0,1,0
41,58709,46360,37,11014,1,0.24123168745792486,446,0,1,0,0
56,136074,9927,13,4273,1,0.07750475356780806,583,0,0,0,0
30,81120,29144,35,48135,1,0.19525302770639671,512,0,0,0,0
57,39250,32010,7,38306,0,0.5599940741867637,693,0,1,0,0
29,41172,23443,34,31881,1,0.29844746210936707,638,0,0,0,0
44,31555,15437,18,32486,1,0.42322083450585646,321,1,0,0,0
55,107410,45298,29,13541,0,0.38309821154371665,404,0,1,0,0
69,98617,40778,13,9712,1,0.8771458757498957,765,1,0,0,0
55,73276,12207,19,10168,1,0.9062460090204103,758,1,0,0,1
68,77492,57269,24,4551,0,0.49802740193930145,731,0,0,1,0
56,73002,26537,39,13297,1,0.3368543908124484,520,1,0,0,0
38,140103,36757,23,44733,1,0.11573269696234,678,0,0,1,1
69,144938,13040,13,28128,0,0.9538688505882741,521,0,0,0,0
59,109599,42986,25,3832,1,0.06962467545129447,557,0,0,0,0
52,92355,23612,37,29483,1,0.30467377479259766,666,0,0,1,1
44,111248,29441,22,23063,0,0.3050855391583041,648,1,0,0,0
43,44762,7471,21,23963,1,0.32719727327881276,524,0,1,0,0
52,31046,36631,18,14422,1,0.1726439748396852,535,0,1,0,0
57,116999,44461,2,33920,0,0.7853298166144602,482,0,0,1,0
32,144130,27523,18,12156,0,0.13127288334632933,743,0,0,0,0
69,136021,32348,8,12108,1,0.6385575925616311,305,0,0,0,0
33,48769,2177,27,32845,1,0.1326075664387593,535,0,1,0,0
43,73302,5760,19,3800,1,0.07983028121702698,426,0,0,1,0
45,43150,33779,6,39078,1,0.9103352086490177,403,0,1,0,0
55,88247,22636,13,43712,1,0.19822747865551862,779,1,0,0,1
61,24853,17353,8,3610,1,0.8230376530141073,454,1,0,0,0
50,114613,54551,18,13067,1,0.5491845623960645,556,0,0,1,0
37,140900,12556,13,34872,1,0.0870779544126819,534,0,0,1,0
69,109399,28598,37,11728,1,0.9558937095236868,799,1,0,0,1
40,41792,12563,35,30566,0,0.2544915553219736,588,0,0,0,0
68,79129,47819,39,30783,0,0.8610488918990804,809,0,0,1,0
45,126019,44790,16,21583,1,0.17712190572671854,597,1,0,0,0
42,94478,9234,29,21238,1,0.8554034533204343,436,1,0,0,0
33,133811,26519,8,8263,1,0.023096524776241044,675,0,0,0,1
39,134130,27966,32,2914,1,0.5166626520037859,386,0,0,0,0
69,87298,55597,24,24749,1,0.7717481536273413,718,0,0,0,0
56,51987,17173,13,20456,1,0.9354475623178555,498,0,0,0,0
32,35850,27987,10,26582,1,0.9101101148444222,762,0,1,0,0
61,32112,14178,34,1406,1,0.8214286208521685,736,0,0,0,0
39,141789,40338,13,14689,1,0.889309436164691,609,0,1,0,0
32,44058,59348,29,33934,1,0.20722748897870574,580,0,0,1,0
29,65420,25596,3,34276,1,0.29134245275461146,622,1,0,0,0
27,58890,34174,3,37432,1,0.29607883967184795,451,0,1,0,0
48,86017,42974,27,20873,1,0.38328339169168185,601,0,0,1,0
34,67304,5431,7,14050,1,0.3993874636813368,577,0,0,1,0
51,52921,28764,1,1680,1,0.5491097714081288,307,0,1,0,0
39,125921,22627,21,19908,0,0.16828096573277698,534,0,0,1,0
67,21524,40310,15,19504,1,0.6943341971481294,601,0,0,1,0
36,120424,57088,28,22644,1,0.17589087391146144,337,0,1,0,0
25,35048,9906,29,38125,1,0.31720539728350206,435,0,0,1,0
55,55111,37914,11,2363,1,0.5083116793000925,720,0,0,0,0
32,57904,45814,34,43291,1,0.7984761559082425,518,0,0,0,0
45,74912,46379,10,36060,1,0.74207454090634,647,1,0,0,0
41,54008,14076,20,2538,1,0.649079012846417,845,0,0,1,1
56,20060,50292,20,37176,1,0.16421552797436847,378,1,0,0,0
43,94666,38650,4,42520,1,0.5515748921594219,572,0,0,0,0
36,103559,47881,19,26675,1,0.09657203678188658,460,0,0,0,0
59,75337,47413,36,19287,1,0.38358954502868425,607,0,0,0,0
65,130616,7012,2,1174,0,0.4193813649870596,673,0,0,1,0
62,33350,51115,32,27732,1,0.04941332505129629,308,0,0,1,0
59,44354,8151,8,35998,1,0.2812482184752721,743,0,0,0,1
34,65186,58716,8,38055,1,0.9560929725938244,412,1,0,0,0
51,48145,29211,3,13112,0,0.9540962817513926,504,1,0,0,0
25,54020,28117,34,40874,1,0.3588037837100139,704,0,1,0,0
55,106123,37378,16,10689,1,0.05266910785884082,496,0,0,0,0
43,126667,43652,33,45814,0,0.18730398993489975,414,1,0,0,0
49,95186,7894,23,20555,1,0.3982956154992047,420,0,0,0,0
63,105469,14467,31,34919,1,0.9483019009895375,364,1,0,0,0
31,40581,32010,0,8619,1,0.1497870729018131,575,0,1,0,0
38,108929,57463,7,7033,1,0.7658806852315301,538,0,1,0,0
67,43051,50257,22,42328,0,0.11759571398094515,601,0,0,0,0
32,71474,55691,39,5946,1,0.981445001617364,691,1,0,0,0
29,111748,43641,11,25618,0,0.38780033411804365,821,0,0,1,0
30,145995,13289,11,35675,1,0.7774821935100654,668,0,1,0,1
64,134618,45976,14,37258,1,0.3491651719830205,532,0,0,0,0
37,89626,44596,18,19919,1,0.6313921883872207,494,0,0,0,0
58,26960,24171,25,5173,0,0.20009592389263636,311,1,0,0,0
27,55772,35905,28,44833,1,0.15456080910399292,476,0,0,0,0
66,41520,21829,21,27400,1,0.93868349817245,516,0,1,0,0
33,69481,53682,39,5769,1,0.9184708051253891,310,0,0,0,0
60,56408,35054,20,38564,1,0.8885942508107535,745,0,0,0,0
62,114006,49478,37,46814,1,0.6291791156649276,463,0,0,1,0
29,148496,45139,19,15211,1,0.8101855291041155,352,0,0,1,0
47,77134,49713,28,24255,1,0.07834656754226116,517,0,1,0,0
22,40491,30734,3,28962,1,0.34144115147177234,659,1,0,0,0
25,21341,8052,6,20356,0,0.32056609350958465,684,0,0,1,0
49,64623,4654,27,21306,1,0.6392888687330871,355,1,0,0,0
57,110327,24486,27,5997,1,0.3623981957359341,417,0,1,0,0
58,20338,19743,3,18376,1,0.157021713827244,552,0,0,1,0
39,91431,49368,21,41880,1,0.6005024046594083,479,1,0,0,0
28,32254,25489,11,39055,0,0.8162400814623907,714,0,0,1,0
68,71860,9636,2,11578,1,0.38830225951537345,534,0,1,0,0
65,31344,7441,21,19624,0,0.1409460279474969,379,0,1,0,0
21,21750,55199,1,40194,0,0.20472131533969484,321,0,0,1,0
42,74756,25611,23,45367,1,0.24510847211769016,776,1,0,0,1
37,87957,55355,33,1389,0,0.3068986170645909,739,0,0,0,0
27,125423,43435,26,34767,1,0.6463671198012461,392,0,0,0,0
45,78053,13149,0,46580,0,0.6049360296923418,491,0,0,1,0
65,90855,35566,7,49367,1,0.6991190629513687,402,1,0,0,0
24,35896,43368,22,2855,1,0.368876964686198,695,0,0,0,0
56,75761,22675,37,41893,1,0.8257576753611785,306,0,1,0,0
26,82552,6495,5,14794,1,0.21204678454420267,530,1,0,0,0
51,140075,43668,21,36531,1,0.4743503400429724,539,0,0,0,0
39,97454,14673,24,5986,1,0.802929334326016,389,1,0,0,0
64,146522,12130,17,33298,1,0.18835706125529306,531,0,0,1,0
59,138681,23668,16,2481,1,0.11876448260337512,756,1,0,0,1
47,110600,16222,11,4731,1,0.8848471280111099,532,0,0,0,0
30,142732,24669,5,17835,1,0.34950036613160396,653,0,0,1,1
46,132153,35068,25,28798,1,0.6870314236599416,632,1,0,0,0
39,142926,24253,26,27113,1,0.03509511822129909,738,0,1,0,1
59,47935,10435,7,20477,1,0.6931464195253552,674,0,0,0,1
23,57641,29552,18,18266,1,0.3229402984315008,591,0,0,1,0
65,49711,53249,0,21792,1,0.06518344505156733,644,1,0,0,0
33,90342,38384,28,21452,1,0.6137146339326358,727,0,1,0,0
48,126896,17393,34,44526,1,0.24839577791244152,429,0,0,0,0
40,32182,11617,39,42334,1,0.3929391696313612,440,0,1,0,0
48,107833,39520,13,12889,1,0.08977500416364845,714,1,0,0,1
28,76276,10852,34,25335,0,0.15569161858399588,392,1,0,0,0
61,39541,32401,19,12254,1,0.3049974631408853,583,0,0,1,0
59,114457,7295,12,22074,1,0.09886190555455555,522,0,1,0,0
21,102310,54967,37,12442,1,0.9117180020394521,762,0,0,1,0
23,64813,51224,7,47289,1,0.015986572752138634,844,0,0,0,0
33,57198,36993,19,38327,1,0.4890216166756683,575,0,0,1,0
48,28820,35084,32,17199,1,0.13201498355122593,439,0,0,0,0
69,44070,55851,25,8291,1,0.31460229858316907,656,1,0,0,0
45,89768,46105,38,41928,1,0.9267989642200828,322,1,0,0,0
53,31122,40575,20,1112,1,0.170077607741247,569,0,1,0,0
58,100559,56826,8,22515,1,0.9661739965211493,632,0,0,0,0
26,93543,37451,23,20581,1,0.2137364332195275,384,1,0,0,0
64,103441,8227,36,49692,1,0.7441504473821613,330,0,1,0,0
65,61786,32910,16,27500,1,0.5512104922483386,539,0,1,0,0
52,114934,37041,23,33026,0,0.8856339403207916,662,0,0,1,0
65,119804,24384,20,17523,1,0.5584533229480997,688,0,1,0,1
67,26737,1145,38,2424,0,0.5392136269647456,598,1,0,0,0
41,56062,38778,38,20552,1,0.2035034203647159,670,0,0,1,0
36,74237,17035,12,11808,1,0.17456706843114214,398,0,0,0,0
41,71571,4040,10,39811,1,0.917324259604359,346,0,0,0,0
31,45510,43422,18,7989,1,0.33455981686153374,721,1,0,0,0
57,39426,27160,10,24620,1,0.378361432413267,779,1,0,0,0
56,57265,50634,12,40029,1,0.7622254218441045,361,0,0,1,0
55,37850,53331,0,1887,1,0.3454352475985793,408,0,0,1,0
39,138249,18633,39,32802,1,0.9525418221726127,848,1,0,0,1
40,86150,30344,18,20488,1,0.7405484913088123,418,1,0,0,0
38,107312,18014,11,31013,1,0.6014549501476858,681,0,0,0,1
67,109613,15996,7,17402,1,0.882086208939305,691,0,0,0,1
61,94910,50104,7,22205,1,0.059109849265987925,351,0,0,0,0
69,72375,42621,11,27049,0,0.26449206526731667,588,1,0,0,0
34,141826,12695,32,13253,1,0.4703859708787009,636,0,1,0,0
35,55435,3852,25,19990,1,0.23470875407680583,503,1,0,0,0
51,116443,17014,38,8846,1,0.7464661354291304,537,1,0,0,0
21,77132,28042,27,26027,0,0.9200159507431879,681,0,0,0,0
23,98945,34755,4,40200,1,0.4295324187316142,435,1,0,0,0
36,102050,41390,7,47220,0,0.348711274110776,706,0,0,1,0
43,149828,24711,24,47163,1,0.9619352248161906,807,1,0,0,1
31,115402,27122,26,4765,1,0.4504039084992654,661,1,0,0,1
32,22983,58993,22,16950,1,0.4941579164447904,680,1,0,0,0
30,117241,10160,29,46270,1,0.3581333736184863,553,1,0,0,0
52,40662,28213,22,10741,1,0.910452988282017,776,0,1,0,0
36,43510,51252,19,23742,0,0.5732659284490322,413,1,0,0,0
28,98187,40420,17,25703,0,0.7645528413098283,319,0,0,1,0
58,60998,58784,17,39709,1,0.8136886511673775,827,0,0,1,0
32,76846,8421,1,38623,1,0.3484305514980856,444,1,0,0,0
44,114071,22400,3,23931,1,0.4393573880071763,507,0,0,0,0
48,26640,34537,29,24580,0,0.849987056662202,830,0,1,0,0
28,64547,18727,32,16166,1,0.36962279815905213,675,1,0,0,1
48,74620,47882,35,30240,0,0.7959957821173328,803,1,0,0,0
56,35317,5358,17,26991,0,0.9415823993486927,465,1,0,0,0
46,135608,29482,36,39556,1,0.6269782693373269,849,0,0,0,1
28,27564,59921,18,33969,1,0.74421101457737,480,0,0,0,0
48,47345,33117,27,11561,0,0.8070463389207235,743,0,0,0,0
48,133824,24164,39,17901,1,0.8465892524076761,631,0,1,0,0
57,114223,32910,19,41505,0,0.401102804478228,802,0,0,1,0
61,143372,33496,32,31020,1,0.060750824584238194,378,0,1,0,0
56,99273,56754,11,26917,1,0.40785750852437214,695,0,0,0,0
47,94859,45311,14,2988,0,0.6770186674862488,402,0,0,1,0
37,100765,30371,38,49209,1,0.45584688192298484,701,0,0,1,1
29,130017,52501,1,45505,1,0.7514735193517945,523,0,0,0,0
53,94038,39467,28,15256,1,0.3634126051739772,817,0,0,0,0
40,143618,18625,9,23192,1,0.6383966996929893,535,0,1,0,0
33,72393,34893,1,29230,0,0.19455560680543485,726,0,0,0,0
48,86081,11793,10,40930,0,0.7518757422785074,415,0,0,1,0
68,145341,32007,12,46833,1,0.5502390091248955,462,1,0,0,0
49,122650,26766,9,23625,1,0.21202374466113458,525,0,0,0,0
33,49430,40532,13,33088,0,0.2989920617628292,529,0,0,0,0
66,95532,55253,17,15114,1,0.751122621496014,481,0,1,0,0
55,47788,13323,8,42167,0,0.48777522330490547,548,0,1,0,0
26,115505,46799,38,39401,1,0.2238711259891415,617,0,0,0,0
38,68543,47820,27,6755,1,0.9675984784665946,509,0,0,1,0
25,33919,46408,2,11825,0,0.7179737696187191,691,0,0,1,0
67,89346,8843,19,23693,1,0.9575634842143982,395,1,0,0,0
45,116122,15210,5,5117,1,0.4328339949067398,385,0,0,0,0
22,59974,17456,26,25729,1,0.4803493372848033,714,0,1,0,1
30,127309,32367,1,33182,1,0.898975664023169,693,0,0,1,1
50,36371,55624,28,29890,1,0.5297988468429308,800,1,0,0,0
65,65084,11106,37,30340,1,0.7102061227866104,432,0,0,0,0
25,49629,38957,2,2518,1,0.25965114872057465,613,0,0,1,0
53,71184,3472,15,31949,1,0.45225920401561415,520,0,0,0,0
21,81916,50859,29,23547,1,0.13221536715225155,737,0,0,0,0
38,147293,51956,39,17346,1,0.21392023551819206,345,0,0,1,0
52,93972,7704,1,3600,0,0.010933981114954777,491,0,0,1,0
67,82187,4713,16,47005,1,0.04887240113217363,819,0,0,1,1
69,32984,6051,11,30267,1,0.97751098494516,678,0,0,0,1
31,53039,11756,34,37322,1,0.24993015818539469,633,0,0,0,0
41,105431,3475,0,27990,1,0.6666776024089619,338,1,0,0,0
46,103691,37378,14,17193,1,0.8407087018116154,592,0,1,0,0
45,78606,5255,25,31109,1,0.5551538546441986,461,0,0,0,0
42,30616,15484,36,20233,1,0.16161305508311663,630,0,1,0,0
47,122665,57549,20,49021,0,0.7308352729628047,403,0,0,1,0
69,125373,35503,30,17194,1,0.6042488959985872,460,0,0,0,0
33,70072,59929,24,35510,1,0.7339380834539013,353,1,0,0,0
53,44574,9258,22,2306,1,0.7720491566285163,333,1,0,0,0
54,23430,41747,23,4849,0,0.9756562640078976,541,0,1,0,0
61,139123,36196,37,13360,1,0.5778276472264429,412,0,0,1,0
55,32676,46113,27,46536,1,0.34822470156369584,617,0,1,0,0
21,30816,41194,20,30231,0,0.6519799113312347,322,0,0,1,0
41,52733,9533,17,46800,1,0.07775630215019987,417,1,0,0,0
68,105680,33581,35,37963,1,0.8984233451383704,511,0,1,0,0
26,22050,6249,34,19689,1,0.1281872012248148,717,1,0,0,1
48,129996,55443,8,30084,1,0.3345644095069601,412,1,0,0,0
37,53933,20201,37,41387,1,0.8175879268198597,343,0,0,1,0
25,44951,59576,29,10280,0,0.6013392545474047,427,0,1,0,0
51,52413,54026,33,3642,1,0.3996991650746677,457,0,1,0,0
25,54801,10686,31,43137,1,0.4787013027812712,693,1,0,0,1
58,75619,47877,2,15296,1,0.8560019192701586,811,1,0,0,0
23,52913,54363,2,16438,0,0.3466043421992932,344,0,0,1,0
43,132573,33007,27,49442,0,0.8709531879640496,407,0,0,0,0
57,139076,1661,14,38525,1,0.09725308666692457,518,0,0,0,0
57,60600,45843,22,3994,1,0.7790304528365444,742,1,0,0,0
30,77775,31137,39,48994,1,0.849072156724189,614,0,0,0,0
30,110816,48556,10,35039,1,0.18999947630896538,476,0,0,0,0
39,149972,43828,31,2813,0,0.43604306704847845,527,0,0,0,0
37,110093,49604,35,28491,0,0.17384477691701908,566,0,0,0,0
41,132590,11526,32,19845,1,0.7095380877042756,678,1,0,0,1
34,55400,4374,23,42243,1,0.5399942903810402,788,0,0,0,1
29,24494,26592,38,38164,0,0.6389701132412379,589,0,0,0,0
66,100688,29982,33,43051,1,0.20452209728664905,656,0,0,1,1
21,142744,1207,27,14318,1,0.21962840343189532,503,1,0,0,0
65,109431,36433,36,18200,1,0.051082352254807305,512,0,1,0,0
33,94691,52645,6,1082,1,0.32884685984377243,622,0,1,0,0
24,117419,24197,3,2920,1,0.5641472147203382,480,0,0,1,0
21,128730,34400,36,41585,1,0.8593555648573555,798,0,0,1,1
69,63001,4083,0,12683,1,0.670258172984094,619,1,0,0,0
60,87364,30328,0,12336,1,0.44104236016575393,382,0,1,0,0
52,144988,47479,19,16596,1,0.9535889132501965,602,0,0,0,0
54,65028,43891,18,3093,1,0.7220527485700735,561,0,0,1,0
48,127434,21103,28,13905,1,0.9308635508339245,499,0,1,0,0
51,117659,40891,9,25351,1,0.532312093539444,539,1,0,0,0
28,57573,11754,17,31981,1,0.2663152320452082,594,0,0,0,0
59,20806,35447,27,9367,0,0.062298419501074766,811,1,0,0,0
46,144343,16901,34,6285,1,0.728824002969012,695,0,0,1,1
54,76638,34004,30,44664,1,0.13008996802547879,437,0,1,0,0
23,148301,8446,26,38705,1,0.30974737698924754,428,0,1,0,0
32,146295,38211,10,17753,1,0.5371461988050584,348,0,1,0,0
21,126506,56922,37,19485,0,0.5687724219019502,592,0,1,0,0
64,49757,49231,4,13977,1,0.6045773650172647,835,0,0,0,0
25,54636,30301,7,20874,0,0.17459277704620363,610,0,0,0,0
